Pessoa45,293,doacao,23/10/1984,R$206.00,comentario45
Pessoa46,3283,doacao,23/10/1984,R$51.00,comentario46
Pessoa47,5761,doacao,23/10/1984,R$1505.00,comentario47
Pessoa48,2132,juros,23/10/1984,R$7789.00,comentario48
Pessoa49,129,doacao,23/10/1984,R$9930.00,comentario49
Pessoa50,8897,pagamento,23/10/1984,R$4316.00,comentario50
Pessoa51,5496,pagamento,23/10/1984,R$2318.00,comentario51
Pessoa52,8891,pagamento,23/10/1984,R$7484.00,comentario52
Pessoa53,6323,doacao,23/10/1984,R$6477.00,comentario53
Pessoa54,8489,juros,23/10/1984,R$9543.00,comentario54
Pessoa55,4372,pagamento,23/10/1984,R$2390.00,comentario55
Pessoa56,9414,pagamento,23/10/1984,R$3250.00,comentario56
Pessoa57,5980,juros,23/10/1984,R$6242.00,comentario57
Pessoa58,1640,pagamento,23/10/1984,R$5274.00,comentario58
Pessoa59,2555,pagamento,23/10/1984,R$2332.00,comentario59
Pessoa60,1990,doacao,23/10/1984,R$4324.00,comentario60
Pessoa61,1406,juros,23/10/1984,R$478.00,comentario61
Pessoa62,2100,pagamento,23/10/1984,R$5125.00,comentario62
Pessoa63,7303,juros,23/10/1984,R$822.00,comentario63
Pessoa64,185,doacao,23/10/1984,R$4080.00,comentario64
Pessoa65,3108,pagamento,23/10/1984,R$18.00,comentario65
Pessoa66,3091,juros,23/10/1984,R$7084.00,comentario66
Pessoa67,250,pagamento,23/10/1984,R$8111.00,comentario67
Pessoa68,9273,doacao,23/10/1984,R$5016.00,comentario68
Pessoa69,1568,pagamento,23/10/1984,R$2144.00,comentario69
Pessoa70,6401,pagamento,23/10/1984,R$1689.00,comentario70
Pessoa71,2061,doacao,23/10/1984,R$3499.00,comentario71
Pessoa72,4691,juros,23/10/1984,R$2471.00,comentario72
Pessoa73,9466,doacao,23/10/1984,R$1335.00,comentario73
Pessoa74,5369,pagamento,23/10/1984,R$7969.00,comentario74
Pessoa75,377,doacao,23/10/1984,R$4346.00,comentario75
Pessoa76,2981,juros,23/10/1984,R$5802.00,comentario76
Pessoa77,8189,pagamento,23/10/1984,R$9783.00,comentario77
Pessoa78,6821,juros,23/10/1984,R$7733.00,comentario78
Pessoa79,2711,doacao,23/10/1984,R$9521.00,comentario79
Pessoa80,5354,pagamento,23/10/1984,R$8717.00,comentario80
Pessoa81,4300,pagamento,23/10/1984,R$2453.00,comentario81
Pessoa82,4039,doacao,23/10/1984,R$6638.00,comentario82
Pessoa83,6432,pagamento,23/10/1984,R$5127.00,comentario83
Pessoa84,1013,juros,23/10/1984,R$5734.00,comentario84
Pessoa85,3188,doacao,23/10/1984,R$5041.00,comentario85
Pessoa86,2162,pagamento,23/10/1984,R$5505.00,comentario86
Pessoa87,3041,pagamento,23/10/1984,R$5008.00,comentario87
Pessoa88,1396,doacao,23/10/1984,R$9058.00,comentario88
Pessoa89,8337,pagamento,23/10/1984,R$1411.00,comentario89
Pessoa90,8841,doacao,23/10/1984,R$7620.00,comentario90
Pessoa91,3824,doacao,23/10/1984,R$2897.00,comentario91
Pessoa92,7879,doacao,23/10/1984,R$9811.00,comentario92
Pessoa93,5543,pagamento,23/10/1984,R$49.00,comentario93
Pessoa94,6616,doacao,23/10/1984,R$7142.00,comentario94
Pessoa95,8413,juros,23/10/1984,R$7085.00,comentario95
Pessoa96,3917,pagamento,23/10/1984,R$9264.00,comentario96
Pessoa97,2034,juros,23/10/1984,R$6698.00,comentario97
Pessoa98,9336,doacao,23/10/1984,R$380.00,comentario98
Pessoa99,7020,doacao,23/10/1984,R$2219.00,comentario99
Pessoa100,8274,juros,23/10/1984,R$9718.00,comentario100
Pessoa101,699,pagamento,23/10/1984,R$2643.00,comentario101
Pessoa102,2922,juros,23/10/1984,R$5499.00,comentario102
Pessoa103,943,pagamento,23/10/1984,R$6248.00,comentario103
Pessoa104,8898,juros,23/10/1984,R$793.00,comentario104
Pessoa105,9638,doacao,23/10/1984,R$5130.00,comentario105
Pessoa106,1025,pagamento,23/10/1984,R$7167.00,comentario106
Pessoa107,4551,pagamento,23/10/1984,R$3622.00,comentario107
Pessoa108,6988,doacao,23/10/1984,R$5237.00,comentario108
Pessoa109,6861,doacao,23/10/1984,R$8072.00,comentario109
Pessoa110,8479,pagamento,23/10/1984,R$889.00,comentario110
Pessoa111,5169,doacao,23/10/1984,R$8636.00,comentario111
Pessoa112,8078,doacao,23/10/1984,R$8862.00,comentario112
Pessoa113,9354,pagamento,23/10/1984,R$7602.00,comentario113
Pessoa114,52,juros,23/10/1984,R$7068.00,comentario114
Pessoa115,5250,pagamento,23/10/1984,R$5299.00,comentario115
Pessoa116,1371,pagamento,23/10/1984,R$1939.00,comentario116
Pessoa117,4723,pagamento,23/10/1984,R$8070.00,comentario117
Pessoa118,8773,juros,23/10/1984,R$7437.00,comentario118
Pessoa119,3840,pagamento,23/10/1984,R$2226.00,comentario119
Pessoa120,169,pagamento,23/10/1984,R$4268.00,comentario120
Pessoa121,2379,pagamento,23/10/1984,R$9844.00,comentario121
Pessoa122,7050,pagamento,23/10/1984,R$6217.00,comentario122
Pessoa123,1638,pagamento,23/10/1984,R$2942.00,comentario123
Pessoa124,5043,juros,23/10/1984,R$3216.00,comentario124
Pessoa125,9624,doacao,23/10/1984,R$715.00,comentario125
Pessoa126,4935,doacao,23/10/1984,R$5264.00,comentario126
Pessoa127,5995,doacao,23/10/1984,R$3489.00,comentario127
Pessoa128,7377,juros,23/10/1984,R$3290.00,comentario128
Pessoa129,6074,doacao,23/10/1984,R$7841.00,comentario129
Pessoa130,3251,pagamento,23/10/1984,R$6630.00,comentario130
Pessoa131,8844,doacao,23/10/1984,R$464.00,comentario131
Pessoa132,4086,pagamento,23/10/1984,R$7262.00,comentario132
Pessoa133,7686,juros,23/10/1984,R$6950.00,comentario133
Pessoa134,4776,pagamento,23/10/1984,R$7205.00,comentario134
Pessoa135,1956,pagamento,23/10/1984,R$3514.00,comentario135
Pessoa136,4683,pagamento,23/10/1984,R$2513.00,comentario136
Pessoa137,9064,juros,23/10/1984,R$67.00,comentario137
Pessoa138,4410,juros,23/10/1984,R$8621.00,comentario138
Pessoa139,9972,doacao,23/10/1984,R$6911.00,comentario139
Pessoa140,9404,pagamento,23/10/1984,R$2078.00,comentario140
Pessoa141,9939,doacao,23/10/1984,R$2181.00,comentario141
Pessoa142,9133,juros,23/10/1984,R$1287.00,comentario142
Pessoa143,2410,pagamento,23/10/1984,R$5135.00,comentario143
Pessoa144,1844,pagamento,23/10/1984,R$7910.00,comentario144
Pessoa145,8518,juros,23/10/1984,R$1169.00,comentario145
Pessoa146,649,juros,23/10/1984,R$4253.00,comentario146
Pessoa147,1298,juros,23/10/1984,R$7312.00,comentario147
Pessoa148,1484,juros,23/10/1984,R$4081.00,comentario148
Pessoa149,955,juros,23/10/1984,R$3846.00,comentario149
Pessoa150,7863,doacao,23/10/1984,R$2661.00,comentario150
Pessoa151,1199,juros,23/10/1984,R$5083.00,comentario151
Pessoa152,585,doacao,23/10/1984,R$10.00,comentario152
Pessoa153,2403,pagamento,23/10/1984,R$4267.00,comentario153
Pessoa154,2813,juros,23/10/1984,R$1808.00,comentario154
Pessoa155,3205,pagamento,23/10/1984,R$7756.00,comentario155
Pessoa156,6252,doacao,23/10/1984,R$8425.00,comentario156
Pessoa157,1030,pagamento,23/10/1984,R$8349.00,comentario157
Pessoa158,2316,pagamento,23/10/1984,R$1206.00,comentario158
Pessoa159,3999,juros,23/10/1984,R$7679.00,comentario159
Pessoa160,1924,pagamento,23/10/1984,R$9499.00,comentario160
Pessoa161,1965,pagamento,23/10/1984,R$1499.00,comentario161
Pessoa162,8397,juros,23/10/1984,R$3709.00,comentario162
Pessoa163,5252,doacao,23/10/1984,R$7461.00,comentario163
Pessoa164,3243,pagamento,23/10/1984,R$1586.00,comentario164
Pessoa165,3420,juros,23/10/1984,R$3261.00,comentario165
Pessoa166,3629,doacao,23/10/1984,R$3516.00,comentario166
Pessoa167,7507,juros,23/10/1984,R$9096.00,comentario167
Pessoa168,1114,juros,23/10/1984,R$85.00,comentario168
Pessoa169,2230,pagamento,23/10/1984,R$4979.00,comentario169
Pessoa170,2663,juros,23/10/1984,R$2875.00,comentario170
Pessoa171,6275,juros,23/10/1984,R$3116.00,comentario171
Pessoa172,9799,pagamento,23/10/1984,R$9338.00,comentario172
Pessoa173,667,juros,23/10/1984,R$3189.00,comentario173
Pessoa174,8677,juros,23/10/1984,R$488.00,comentario174
Pessoa175,6301,pagamento,23/10/1984,R$3720.00,comentario175
Pessoa176,148,pagamento,23/10/1984,R$7956.00,comentario176
Pessoa177,783,doacao,23/10/1984,R$2798.00,comentario177
Pessoa178,3004,pagamento,23/10/1984,R$4960.00,comentario178
Pessoa179,2919,juros,23/10/1984,R$3258.00,comentario179
Pessoa180,7490,pagamento,23/10/1984,R$5664.00,comentario180
Pessoa181,6527,doacao,23/10/1984,R$204.00,comentario181
Pessoa182,8005,pagamento,23/10/1984,R$4204.00,comentario182
Pessoa183,7021,juros,23/10/1984,R$6624.00,comentario183
Pessoa184,286,pagamento,23/10/1984,R$9685.00,comentario184
Pessoa185,7610,pagamento,23/10/1984,R$7234.00,comentario185
Pessoa186,7166,pagamento,23/10/1984,R$6438.00,comentario186
Pessoa187,2500,pagamento,23/10/1984,R$2974.00,comentario187
Pessoa188,9498,juros,23/10/1984,R$722.00,comentario188
Pessoa189,2539,juros,23/10/1984,R$2240.00,comentario189
Pessoa190,2598,pagamento,23/10/1984,R$335.00,comentario190
Pessoa191,2010,juros,23/10/1984,R$8678.00,comentario191
Pessoa192,9576,pagamento,23/10/1984,R$2896.00,comentario192
Pessoa193,1265,pagamento,23/10/1984,R$4805.00,comentario193
Pessoa194,8389,doacao,23/10/1984,R$1004.00,comentario194
Pessoa195,8592,doacao,23/10/1984,R$1684.00,comentario195
Pessoa196,140,doacao,23/10/1984,R$8432.00,comentario196
Pessoa197,745,pagamento,23/10/1984,R$5337.00,comentario197
Pessoa198,8808,doacao,23/10/1984,R$4772.00,comentario198
Pessoa199,7075,juros,23/10/1984,R$3330.00,comentario199
Pessoa200,2825,pagamento,23/10/1984,R$6543.00,comentario200
Pessoa201,9146,doacao,23/10/1984,R$317.00,comentario201
Pessoa202,3077,pagamento,23/10/1984,R$9235.00,comentario202
Pessoa203,245,doacao,23/10/1984,R$9289.00,comentario203
Pessoa204,269,pagamento,23/10/1984,R$6777.00,comentario204
Pessoa205,6584,pagamento,23/10/1984,R$8164.00,comentario205
Pessoa206,3274,pagamento,23/10/1984,R$5692.00,comentario206
Pessoa207,507,pagamento,23/10/1984,R$6564.00,comentario207
Pessoa208,3979,pagamento,23/10/1984,R$130.00,comentario208
Pessoa209,2150,doacao,23/10/1984,R$9568.00,comentario209
Pessoa210,9066,pagamento,23/10/1984,R$8988.00,comentario210
Pessoa211,8220,pagamento,23/10/1984,R$8457.00,comentario211
Pessoa212,4749,doacao,23/10/1984,R$6405.00,comentario212
Pessoa213,8495,doacao,23/10/1984,R$9681.00,comentario213
Pessoa214,2186,doacao,23/10/1984,R$4774.00,comentario214
Pessoa215,3010,pagamento,23/10/1984,R$4080.00,comentario215
Pessoa216,3370,pagamento,23/10/1984,R$3716.00,comentario216
Pessoa217,6474,pagamento,23/10/1984,R$7833.00,comentario217
Pessoa218,5078,pagamento,23/10/1984,R$6491.00,comentario218
Pessoa219,4156,pagamento,23/10/1984,R$3317.00,comentario219
Pessoa220,723,doacao,23/10/1984,R$5609.00,comentario220
Pessoa221,3247,doacao,23/10/1984,R$3367.00,comentario221
Pessoa222,1712,doacao,23/10/1984,R$3773.00,comentario222
Pessoa223,700,doacao,23/10/1984,R$2196.00,comentario223
Pessoa224,4800,juros,23/10/1984,R$3024.00,comentario224
Pessoa225,7849,pagamento,23/10/1984,R$3804.00,comentario225
Pessoa226,4463,doacao,23/10/1984,R$578.00,comentario226
Pessoa227,1051,pagamento,23/10/1984,R$7331.00,comentario227
Pessoa228,7875,pagamento,23/10/1984,R$2291.00,comentario228
Pessoa229,8508,doacao,23/10/1984,R$3900.00,comentario229
Pessoa230,8932,doacao,23/10/1984,R$5169.00,comentario230
Pessoa231,5800,juros,23/10/1984,R$1513.00,comentario231
Pessoa232,9920,doacao,23/10/1984,R$6514.00,comentario232
Pessoa233,5963,juros,23/10/1984,R$1108.00,comentario233
Pessoa234,8787,juros,23/10/1984,R$5046.00,comentario234
Pessoa235,5966,doacao,23/10/1984,R$5631.00,comentario235
Pessoa236,4406,pagamento,23/10/1984,R$5968.00,comentario236
Pessoa237,6700,doacao,23/10/1984,R$4689.00,comentario237
Pessoa238,5120,juros,23/10/1984,R$8091.00,comentario238
Pessoa239,2197,juros,23/10/1984,R$4862.00,comentario239
Pessoa240,9855,juros,23/10/1984,R$3735.00,comentario240
Pessoa241,9364,doacao,23/10/1984,R$2076.00,comentario241
Pessoa242,9377,juros,23/10/1984,R$6581.00,comentario242
Pessoa243,8348,juros,23/10/1984,R$9580.00,comentario243
Pessoa244,4939,juros,23/10/1984,R$5429.00,comentario244
Pessoa245,6638,pagamento,23/10/1984,R$7156.00,comentario245
Pessoa246,5691,juros,23/10/1984,R$3235.00,comentario246
Pessoa247,5508,doacao,23/10/1984,R$3547.00,comentario247
Pessoa248,6552,juros,23/10/1984,R$6807.00,comentario248
Pessoa249,3602,doacao,23/10/1984,R$895.00,comentario249
Pessoa250,7399,juros,23/10/1984,R$8225.00,comentario250
Pessoa251,9868,pagamento,23/10/1984,R$3835.00,comentario251
Pessoa252,9040,doacao,23/10/1984,R$122.00,comentario252
Pessoa253,1997,pagamento,23/10/1984,R$5170.00,comentario253
Pessoa254,3678,doacao,23/10/1984,R$2993.00,comentario254
Pessoa255,9790,pagamento,23/10/1984,R$8426.00,comentario255
Pessoa256,8800,pagamento,23/10/1984,R$9348.00,comentario256
Pessoa257,7897,doacao,23/10/1984,R$5793.00,comentario257
Pessoa258,5551,pagamento,23/10/1984,R$832.00,comentario258
Pessoa259,4175,pagamento,23/10/1984,R$8693.00,comentario259
Pessoa260,1604,pagamento,23/10/1984,R$5848.00,comentario260
Pessoa261,8116,pagamento,23/10/1984,R$528.00,comentario261
Pessoa262,6044,pagamento,23/10/1984,R$5483.00,comentario262
Pessoa263,5559,doacao,23/10/1984,R$4834.00,comentario263
Pessoa264,388,juros,23/10/1984,R$9718.00,comentario264
Pessoa265,8088,pagamento,23/10/1984,R$2414.00,comentario265
Pessoa266,6965,doacao,23/10/1984,R$7486.00,comentario266
Pessoa267,7464,pagamento,23/10/1984,R$2976.00,comentario267
Pessoa268,8776,pagamento,23/10/1984,R$7863.00,comentario268
Pessoa269,1175,pagamento,23/10/1984,R$7880.00,comentario269
Pessoa270,4690,pagamento,23/10/1984,R$3713.00,comentario270
Pessoa271,6260,doacao,23/10/1984,R$2884.00,comentario271
Pessoa272,358,pagamento,23/10/1984,R$7872.00,comentario272
Pessoa273,6161,pagamento,23/10/1984,R$3025.00,comentario273
Pessoa274,9397,juros,23/10/1984,R$8336.00,comentario274
Pessoa275,3254,juros,23/10/1984,R$5253.00,comentario275
Pessoa276,5655,juros,23/10/1984,R$6965.00,comentario276
Pessoa277,6253,doacao,23/10/1984,R$5.00,comentario277
Pessoa278,6478,pagamento,23/10/1984,R$3581.00,comentario278
Pessoa279,2829,pagamento,23/10/1984,R$7163.00,comentario279
Pessoa280,7824,doacao,23/10/1984,R$7697.00,comentario280
Pessoa281,9105,doacao,23/10/1984,R$8702.00,comentario281
Pessoa282,5297,juros,23/10/1984,R$5809.00,comentario282
Pessoa283,7281,doacao,23/10/1984,R$3646.00,comentario283
Pessoa284,4459,juros,23/10/1984,R$6648.00,comentario284
Pessoa285,3308,pagamento,23/10/1984,R$6822.00,comentario285
Pessoa286,9118,pagamento,23/10/1984,R$6919.00,comentario286
Pessoa287,8509,doacao,23/10/1984,R$2354.00,comentario287
Pessoa288,6300,pagamento,23/10/1984,R$9139.00,comentario288
Pessoa289,2384,doacao,23/10/1984,R$4149.00,comentario289
Pessoa290,842,juros,23/10/1984,R$2666.00,comentario290
Pessoa291,892,pagamento,23/10/1984,R$7016.00,comentario291
Pessoa292,4389,juros,23/10/1984,R$1921.00,comentario292
Pessoa293,2586,juros,23/10/1984,R$4051.00,comentario293
Pessoa294,2239,pagamento,23/10/1984,R$8293.00,comentario294
Pessoa295,8560,doacao,23/10/1984,R$3800.00,comentario295
Pessoa296,5017,pagamento,23/10/1984,R$6977.00,comentario296
Pessoa297,5800,juros,23/10/1984,R$7291.00,comentario297
Pessoa298,9513,juros,23/10/1984,R$7853.00,comentario298
Pessoa299,3856,pagamento,23/10/1984,R$2785.00,comentario299
Pessoa300,6890,juros,23/10/1984,R$2866.00,comentario300
Pessoa301,3495,pagamento,23/10/1984,R$9908.00,comentario301
Pessoa302,5501,pagamento,23/10/1984,R$6779.00,comentario302
Pessoa303,2007,juros,23/10/1984,R$4529.00,comentario303
Pessoa304,7179,doacao,23/10/1984,R$5572.00,comentario304
Pessoa305,2005,doacao,23/10/1984,R$8302.00,comentario305
Pessoa306,8314,juros,23/10/1984,R$7621.00,comentario306
Pessoa307,9974,pagamento,23/10/1984,R$9183.00,comentario307
Pessoa308,2513,pagamento,23/10/1984,R$8535.00,comentario308
Pessoa309,3465,doacao,23/10/1984,R$739.00,comentario309
Pessoa310,8063,pagamento,23/10/1984,R$6412.00,comentario310
Pessoa311,5091,doacao,23/10/1984,R$2784.00,comentario311
Pessoa312,7622,doacao,23/10/1984,R$1418.00,comentario312
Pessoa313,456,doacao,23/10/1984,R$5200.00,comentario313
Pessoa314,7207,doacao,23/10/1984,R$1864.00,comentario314
Pessoa315,1394,juros,23/10/1984,R$2176.00,comentario315
Pessoa316,8110,juros,23/10/1984,R$9248.00,comentario316
Pessoa317,5804,juros,23/10/1984,R$8998.00,comentario317
Pessoa318,6257,doacao,23/10/1984,R$1528.00,comentario318
Pessoa319,8555,juros,23/10/1984,R$6556.00,comentario319
Pessoa320,4835,pagamento,23/10/1984,R$7848.00,comentario320
Pessoa321,2071,juros,23/10/1984,R$5667.00,comentario321
Pessoa322,4855,pagamento,23/10/1984,R$8142.00,comentario322
Pessoa323,34,pagamento,23/10/1984,R$9868.00,comentario323
Pessoa324,5549,pagamento,23/10/1984,R$7909.00,comentario324
Pessoa325,8097,pagamento,23/10/1984,R$9452.00,comentario325
Pessoa326,8798,doacao,23/10/1984,R$5712.00,comentario326
Pessoa327,3417,pagamento,23/10/1984,R$4161.00,comentario327
Pessoa328,4803,juros,23/10/1984,R$8722.00,comentario328
Pessoa329,2361,pagamento,23/10/1984,R$7250.00,comentario329
Pessoa330,6259,pagamento,23/10/1984,R$8348.00,comentario330
Pessoa331,6996,pagamento,23/10/1984,R$9634.00,comentario331
Pessoa332,5679,doacao,23/10/1984,R$3399.00,comentario332
Pessoa333,5151,pagamento,23/10/1984,R$2021.00,comentario333
Pessoa334,1366,doacao,23/10/1984,R$5548.00,comentario334
Pessoa335,2383,doacao,23/10/1984,R$2377.00,comentario335
Pessoa336,6644,doacao,23/10/1984,R$430.00,comentario336
Pessoa337,3326,doacao,23/10/1984,R$568.00,comentario337
Pessoa338,370,juros,23/10/1984,R$5483.00,comentario338
Pessoa339,3391,pagamento,23/10/1984,R$5765.00,comentario339
Pessoa340,3746,doacao,23/10/1984,R$1649.00,comentario340
Pessoa341,3022,pagamento,23/10/1984,R$2158.00,comentario341
Pessoa342,4900,pagamento,23/10/1984,R$2905.00,comentario342
Pessoa343,6553,pagamento,23/10/1984,R$6165.00,comentario343
Pessoa344,2483,doacao,23/10/1984,R$4048.00,comentario344
Pessoa345,6865,juros,23/10/1984,R$2702.00,comentario345
Pessoa346,8271,juros,23/10/1984,R$495.00,comentario346
Pessoa347,8454,juros,23/10/1984,R$7898.00,comentario347
Pessoa348,4971,juros,23/10/1984,R$2471.00,comentario348
Pessoa349,3137,pagamento,23/10/1984,R$2151.00,comentario349
Pessoa350,4434,juros,23/10/1984,R$1948.00,comentario350
Pessoa351,9550,juros,23/10/1984,R$6503.00,comentario351
Pessoa352,6536,pagamento,23/10/1984,R$1993.00,comentario352
Pessoa353,4995,doacao,23/10/1984,R$393.00,comentario353
Pessoa354,5006,juros,23/10/1984,R$1645.00,comentario354
Pessoa355,3357,pagamento,23/10/1984,R$3004.00,comentario355
Pessoa356,1506,pagamento,23/10/1984,R$2733.00,comentario356
Pessoa357,8046,pagamento,23/10/1984,R$9257.00,comentario357
Pessoa358,7818,pagamento,23/10/1984,R$9603.00,comentario358
Pessoa359,3739,juros,23/10/1984,R$5344.00,comentario359
Pessoa360,866,pagamento,23/10/1984,R$5994.00,comentario360
Pessoa361,4639,pagamento,23/10/1984,R$5211.00,comentario361
Pessoa362,644,juros,23/10/1984,R$1365.00,comentario362
Pessoa363,1621,doacao,23/10/1984,R$6206.00,comentario363
Pessoa364,4473,doacao,23/10/1984,R$8968.00,comentario364
Pessoa365,2817,doacao,23/10/1984,R$9067.00,comentario365
Pessoa366,6148,pagamento,23/10/1984,R$666.00,comentario366
Pessoa367,5678,doacao,23/10/1984,R$9241.00,comentario367
Pessoa368,7761,pagamento,23/10/1984,R$5731.00,comentario368
Pessoa369,7264,doacao,23/10/1984,R$5336.00,comentario369
Pessoa370,8671,pagamento,23/10/1984,R$8062.00,comentario370
Pessoa371,9514,pagamento,23/10/1984,R$8204.00,comentario371
Pessoa372,7305,doacao,23/10/1984,R$5000.00,comentario372
Pessoa373,8607,juros,23/10/1984,R$4992.00,comentario373
Pessoa374,260,pagamento,23/10/1984,R$1292.00,comentario374
Pessoa375,446,doacao,23/10/1984,R$5635.00,comentario375
Pessoa376,1209,pagamento,23/10/1984,R$9971.00,comentario376
Pessoa377,6133,pagamento,23/10/1984,R$1103.00,comentario377
Pessoa378,2281,doacao,23/10/1984,R$2831.00,comentario378
Pessoa379,2349,juros,23/10/1984,R$9576.00,comentario379
Pessoa380,9091,juros,23/10/1984,R$2675.00,comentario380
Pessoa381,7421,pagamento,23/10/1984,R$7277.00,comentario381
Pessoa382,103,pagamento,23/10/1984,R$7058.00,comentario382
Pessoa383,7001,doacao,23/10/1984,R$8363.00,comentario383
Pessoa384,2420,juros,23/10/1984,R$4538.00,comentario384
Pessoa385,6458,juros,23/10/1984,R$3956.00,comentario385
Pessoa386,1675,doacao,23/10/1984,R$3547.00,comentario386
Pessoa387,5064,doacao,23/10/1984,R$4728.00,comentario387
Pessoa388,9138,pagamento,23/10/1984,R$6280.00,comentario388
Pessoa389,9598,pagamento,23/10/1984,R$7436.00,comentario389
Pessoa390,6341,juros,23/10/1984,R$4310.00,comentario390
Pessoa391,9214,juros,23/10/1984,R$1376.00,comentario391
Pessoa392,6858,juros,23/10/1984,R$3955.00,comentario392
Pessoa393,6216,doacao,23/10/1984,R$969.00,comentario393
Pessoa394,7924,doacao,23/10/1984,R$1279.00,comentario394
Pessoa395,7997,pagamento,23/10/1984,R$778.00,comentario395
Pessoa396,6470,juros,23/10/1984,R$3736.00,comentario396
Pessoa397,8025,doacao,23/10/1984,R$6512.00,comentario397
Pessoa398,6019,pagamento,23/10/1984,R$6018.00,comentario398
Pessoa399,9732,juros,23/10/1984,R$2220.00,comentario399
Pessoa400,2751,pagamento,23/10/1984,R$6086.00,comentario400
Pessoa401,7908,juros,23/10/1984,R$9561.00,comentario401
Pessoa402,1513,juros,23/10/1984,R$6501.00,comentario402
Pessoa403,1245,pagamento,23/10/1984,R$9124.00,comentario403
Pessoa404,458,pagamento,23/10/1984,R$154.00,comentario404
Pessoa405,5630,doacao,23/10/1984,R$8049.00,comentario405
Pessoa406,6616,pagamento,23/10/1984,R$5835.00,comentario406
Pessoa407,6308,doacao,23/10/1984,R$9276.00,comentario407
Pessoa408,3531,pagamento,23/10/1984,R$1627.00,comentario408
Pessoa409,4027,juros,23/10/1984,R$9584.00,comentario409
Pessoa410,6127,doacao,23/10/1984,R$5063.00,comentario410
Pessoa411,3510,juros,23/10/1984,R$0.00,comentario411
Pessoa412,1312,juros,23/10/1984,R$1844.00,comentario412
Pessoa413,5155,pagamento,23/10/1984,R$9193.00,comentario413
Pessoa414,5340,doacao,23/10/1984,R$6586.00,comentario414
Pessoa415,2759,juros,23/10/1984,R$9305.00,comentario415
Pessoa416,9172,doacao,23/10/1984,R$2771.00,comentario416
Pessoa417,1520,doacao,23/10/1984,R$2406.00,comentario417
Pessoa418,777,doacao,23/10/1984,R$6368.00,comentario418
Pessoa419,3824,pagamento,23/10/1984,R$2765.00,comentario419
Pessoa420,1628,doacao,23/10/1984,R$1346.00,comentario420
Pessoa421,2740,doacao,23/10/1984,R$5800.00,comentario421
Pessoa422,2989,juros,23/10/1984,R$1881.00,comentario422
Pessoa423,9191,pagamento,23/10/1984,R$4314.00,comentario423
Pessoa424,3876,doacao,23/10/1984,R$7890.00,comentario424
Pessoa425,3007,juros,23/10/1984,R$9146.00,comentario425
